Belt,Division,Division Group,No.,Name,Country,Date,Location,Defenses,Days,Ended,Notes,Next Champ Date,Day until Next Champ,Region,Continent,Title Type
WBC,Super welterweight,Super Welterweight,33, Shane Mosley,US,9/13/2003,,0,183, 13 March 2004,,3/13/2004,182,North America,North America,
WBC,Super welterweight,Super Welterweight,34, Winky Wright,US,3/13/2004,,1,445, May 2005 (vacated),,8/13/2005,518,North America,North America,
WBC,Super welterweight,Super Welterweight,35, Ricardo Mayorga,Nicaragua,8/13/2005,,0,267, 6 May 2006,def. Michele Piccirillo,5/6/2006,266,Central America,North America,
WBC,Super welterweight,Super Welterweight,36, Oscar De La Hoya (2),US,5/6/2006,,0,365, 5 May 2007,,5/5/2007,364,North America,North America,
WBC,Super welterweight,Super Welterweight,37, Floyd Mayweather Jr.,US,5/5/2007,,0,61, 4 July 2007 (vacated),,7/28/2007,84,North America,North America,
WBC,Super welterweight,Super Welterweight,38, Vernon Forrest,US,7/28/2007,,1,316, 7 June 2008,def. Carlos Baldomir,6/7/2008,315,North America,North America,
WBC,Super welterweight,Super Welterweight,39, Sergio Mora,US,6/7/2008,,0,99, 13 September 2008,,9/13/2008,98,North America,North America,
WBC,Super welterweight,Super Welterweight,40, Vernon Forrest (2),US,9/13/2008,,0,251, 21 May 2009 (stripped),,5/21/2009,250,North America,North America,
WBC,Super welterweight,Super Welterweight,41, Sergio Martínez,Argentina,5/21/2009,,0,393, 17 June 2010 (vacated),(Elevated from Interim status),11/14/2010,542,South America,South America,
WBC,Super welterweight,Super Welterweight,42, Manny Pacquiao,Philippines,11/14/2010,,0,87, 8 February 2011 (vacated),def. Antonio Margarito,3/5/2011,111,Oceania,Asia,
WBC,Super welterweight,Super Welterweight,43, Canelo Álvarez,Mexico,3/5/2011,,6,925, 14 September 2013,def. Matthew Hatton,9/14/2013,924,North America,North America,
WBC,Super welterweight,Super Welterweight,44, Floyd Mayweather Jr. (2),US,9/14/2013,,1,780, 2 November 2015 (status changed to Emeritus Champion),,5/21/2016,980,North America,North America,
WBC,Super welterweight,Super Welterweight,45, Jermell Charlo,US,5/21/2016,,3,945, 22 December 2018,def. John Jackson,12/22/2018,945,North America,North America,
WBC,Super welterweight,Super Welterweight,46, Tony Harrison,US,12/22/2018,,0,364, 21 December 2019,,12/21/2019,364,North America,North America,
WBC,Super welterweight,Super Welterweight,47, Jermell Charlo (2),US,12/21/2019,,0,304, present,,,,North America,North America,
WBC,Welterweight,Welterweight,1, Emile Griffith,US Virgin Islands,12/8/1962,,0,103, 21 March 1963,,3/21/1963,103,Caribbean,North America,
WBC,Welterweight,Welterweight,2, Luis Manuel Rodríguez,Cuba,3/21/1963,,0,79, 8 June 1963,,6/8/1963,79,Caribbean,North America,
WBC,Welterweight,Welterweight,3, Emile Griffith,US Virgin Islands,6/8/1963,,4,1052, 25 April 1966 (vacated),,11/28/1966,1269,Caribbean,North America,
WBC,Welterweight,Welterweight,4, Curtis Cokes,US,11/28/1966,,4,968, 18 April 1969,def. Jean Josselin,4/18/1969,872,North America,North America,
WBC,Welterweight,Welterweight,5, José Nápoles,Cuba,4/18/1969,,3,594, 3 December 1970,,12/3/1970,594,Caribbean,North America,
WBC,Welterweight,Welterweight,6, Billy Backus,US,12/3/1970,,0,183, 4 June 1971,,6/4/1971,183,North America,North America,
WBC,Welterweight,Welterweight,7, José Nápoles,Cuba,6/4/1971,,10,1646, 6 December 1975,,12/6/1975,1646,Caribbean,North America,
WBC,Welterweight,Welterweight,8, John H. Stracey,Great Britain,12/6/1975,,1,199, 22 June 1976,,6/22/1976,199,Western Europe,Europe,
WBC,Welterweight,Welterweight,9, Carlos Palomino,Mexico,6/22/1976,,7,936, 14 January 1979,,1/14/1979,936,North America,North America,
WBC,Welterweight,Welterweight,10, Wilfred Benítez,Puerto Rico,1/14/1979,,1,320, 30 November 1979,,11/30/1979,320,Caribbean,North America,
WBC,Welterweight,Welterweight,11, Sugar Ray Leonard,US,11/30/1979,,1,203, 20 June 1980,,6/20/1980,203,North America,North America,
WBC,Welterweight,Welterweight,12, Roberto Durán,Panama,6/20/1980,,0,158, 25 November 1980,,11/25/1980,158,Central America,North America,
WBC,Welterweight,Welterweight,13, Sugar Ray Leonard,US,11/25/1980,,3,714, 9 November 1982 (retired),,8/13/1983,991,North America,North America,
WBC,Welterweight,Welterweight,14, Milton McCrory,US,8/13/1983,,4,845, 6 December 1985,def. Colin Jones,12/6/1985,846,North America,North America,
WBC,Welterweight,Welterweight,15, Donald Curry,US,12/6/1985,,0,295, 27 September 1986,,9/27/1986,295,North America,North America,
WBC,Welterweight,Welterweight,16, Lloyd Honeyghan,Great Britain,9/27/1986,,3,396, 28 October 1987,,10/28/1987,396,Western Europe,Europe,
WBC,Welterweight,Welterweight,17, Jorge Vaca,Mexico,10/28/1987,,0,153, 29 March 1988,,3/29/1988,153,North America,North America,
WBC,Welterweight,Welterweight,18, Lloyd Honeyghan (2),Great Britain,3/29/1988,,1,313, 4 February 1989,,2/4/1989,312,Western Europe,Europe,
WBC,Welterweight,Welterweight,19, Marlon Starling,US,2/4/1989,,1,561, 19 August 1990,,8/19/1990,561,North America,North America,
WBC,Welterweight,Welterweight,20, Maurice Blocker,US,8/19/1990,,0,211, 18 March 1991,,3/18/1991,211,North America,North America,
WBC,Welterweight,Welterweight,21, Simon Brown,Jamaica,3/18/1991,,0,256, 29 November 1991,,11/29/1991,256,Caribbean,North America,
WBC,Welterweight,Welterweight,22, Buddy McGirt,US,11/29/1991,,2,463, 6 March 1993,,3/6/1993,463,North America,North America,
WBC,Welterweight,Welterweight,23, Pernell Whitaker,US,3/6/1993,,8,1498, 12 April 1997,,4/12/1997,1498,North America,North America,
WBC,Welterweight,Welterweight,24, Oscar De La Hoya,US,4/12/1997,,7,889, 18 September 1999,,9/18/1999,889,North America,North America,
WBC,Welterweight,Welterweight,25, Félix Trinidad,Puerto Rico,9/18/1999,,0,167, 3 March 2000 (vacated),,6/17/2000,273,Caribbean,North America,
WBC,Welterweight,Welterweight,26, Shane Mosley,US,6/17/2000,,3,588, 26 January 2002,,1/26/2002,588,North America,North America,
WBC,Welterweight,Welterweight,27, Vernon Forrest,US,1/26/2002,,1,364, 25 January 2003,,1/25/2003,364,North America,North America,
WBC,Welterweight,Welterweight,28, Ricardo Mayorga,Nicaragua,1/25/2003,,1,322, 13 December 2003,,12/13/2003,322,Central America,North America,
WBC,Welterweight,Welterweight,29, Cory Spinks,US,12/13/2003,,2,420, 5 February 2005,,2/5/2005,420,North America,North America,
WBC,Welterweight,Welterweight,30, Zab Judah,US,2/5/2005,,1,336, 7 January 2006,,1/7/2006,336,North America,North America,
WBC,Welterweight,Welterweight,31, Carlos Baldomir,Argentina,1/7/2006,,1,301, 4 November 2006,,11/4/2006,301,South America,South America,
WBC,Welterweight,Welterweight,32, Floyd Mayweather Jr.,US,11/4/2006,,1,580, 6 June 2008 (vacated),,6/21/2008,595,North America,North America,
WBC,Welterweight,Welterweight,33, Andre Berto,US,6/21/2008,,5,1029, 16 April 2011,def. Miguel Ángel Rodríguez,4/16/2011,1029,North America,North America,
WBC,Welterweight,Welterweight,34, Victor Ortiz,US,4/16/2011,,0,154, 17 September 2011,,9/17/2011,154,North America,North America,
WBC,Welterweight,Welterweight,35, Floyd Mayweather Jr. (2),US,9/17/2011,,5,1507, 2 November 2015 (status changed to Emeritus Champion),,1/23/2016,1589,North America,North America,
WBC,Welterweight,Welterweight,36, Danny García,US,1/23/2016,,0,407, 4 March 2017,def. Robert Guerrero,3/4/2017,406,North America,North America,
WBC,Welterweight,Welterweight,37, Keith Thurman,US,3/4/2017,,0,416, 24 April 2018 (vacated),,9/8/2018,553,North America,North America,
WBC,Welterweight,Welterweight,38, Shawn Porter,US,9/8/2018,,1,385, 28 September 2019,def. Danny Garcia,9/28/2019,385,North America,North America,
WBC,Welterweight,Welterweight,39, Errol Spence Jr.,US,9/28/2019,,0,388, present,,,,North America,North America,
WBC,Super lightweight,Super Lightweight,1, Eddie Perkins,US,6/15/1963,,2,583, 18 January 1965,,1/18/1965,583,North America,North America,
WBC,Super lightweight,Super Lightweight,2," Carlos ""Morocho"" Hernández",Venezuela,1/18/1965,,2,466, 29 April 1966,,4/29/1966,466,South America,South America,
WBC,Super lightweight,Super Lightweight,3, Sandro Lopopolo,Italy,4/29/1966,,1,366, 30 April 1967,,4/30/1967,366,Western Europe,Europe,
WBC,Super lightweight,Super Lightweight,4, Takeshi Fuji,Japan,4/30/1967,,1,611, 1968 (stripped),,12/14/1968,594,East Asia,Asia,
WBC,Super lightweight,Super Lightweight,5, Pedro Adigue,Philippines,12/14/1968,,0,413, 31 January 1970,def. Adolph Pruitt,1/31/1970,413,Oceania,Asia,
WBC,Super lightweight,Super Lightweight,6, Bruno Arcari,Italy,1/31/1970,,9,1175, February 1974 (vacated),,9/21/1974,1694,Western Europe,Europe,
WBC,Super lightweight,Super Lightweight,7, Perico Fernandez,Spain,9/21/1974,,1,267, 15 July 1975,def. Lion Furuyama,7/15/1975,297,Western Europe,Europe,
WBC,Super lightweight,Super Lightweight,8, Saensak Muangsurin,Thailand,7/15/1975,,1,583, 30 June 1976,,6/30/1976,351,Oceania,Asia,
WBC,Super lightweight,Super Lightweight,9, Miguel Velasquez,Spain,6/30/1976,,0,381, 29 October 1976,,10/29/1976,121,Western Europe,Europe,
WBC,Super lightweight,Super Lightweight,10, Saensak Muangsurin,Thailand,10/29/1976,,7,792, 30 December 1978,,12/30/1978,792,Oceania,Asia,
WBC,Super lightweight,Super Lightweight,11, Kim Sang-hyun,South Korea,12/30/1978,,2,420, 23 February 1980,,2/23/1980,420,East Asia,Asia,
WBC,Super lightweight,Super Lightweight,12, Saoul Mamby,US,2/23/1980,,5,854, 26 June 1982,,6/26/1982,854,North America,North America,
WBC,Super lightweight,Super Lightweight,13, Leroy Haley,US,6/26/1982,,2,326, 18 May 1983,,5/18/1983,326,North America,North America,
WBC,Super lightweight,Super Lightweight,14, Bruce Curry,US,5/18/1983,,2,256, 29 January 1984,,1/29/1984,256,North America,North America,
WBC,Super lightweight,Super Lightweight,15, Billy Costello,US,1/29/1984,,3,570, 21 August 1985,,8/21/1985,570,North America,North America,
WBC,Super lightweight,Super Lightweight,16, Lonnie Smith,US,8/21/1985,,0,257, 5 May 1986,,5/5/1986,257,North America,North America,
WBC,Super lightweight,Super Lightweight,17, René Arredondo,Mexico,5/5/1986,,0,83, 24 July 1986,,7/24/1986,80,North America,North America,
WBC,Super lightweight,Super Lightweight,18, Tsuyoshi Hamada,Japan,7/24/1986,,1,363, 22 July 1987,,7/22/1987,363,East Asia,Asia,
WBC,Super lightweight,Super Lightweight,19, René Arredondo,Mexico,7/22/1987,,0,113, 12 November 1987,,7/22/1987,0,North America,North America,
WBC,Super lightweight,Super Lightweight,20, Roger Mayweather,US,7/22/1987,,4,113, 12 November 1987,,5/13/1989,661,North America,North America,
WBC,Super lightweight,Super Lightweight,21, Julio César Chávez,Mexico,5/13/1989,,12,1722, 29 January 1994,,1/29/1994,1722,North America,North America,
WBC,Super lightweight,Super Lightweight,22, Frankie Randall,US,1/29/1994,,0,114, 7 May 1994,,5/7/1994,98,North America,North America,
WBC,Super lightweight,Super Lightweight,23, Julio César Chávez,Mexico,5/7/1994,,4,762, 7 June 1996,,6/7/1996,762,North America,North America,
WBC,Super lightweight,Super Lightweight,24, Oscar De La Hoya,US,6/7/1996,,1,309, 12 April 1997 (vacated),,8/21/1999,1170,North America,North America,
WBC,Super lightweight,Super Lightweight,25, Kostya Tszyu,Australia,8/21/1999,,7,1624, January 2004 (stripped),def. Miguel Ángel González,1/24/2004,1617,Australia,Australia,
WBC,Super lightweight,Super Lightweight,26, Arturo Gatti,Canada,1/24/2004,,2,518, 25 June 2005,def. Gianluca Branco,6/25/2005,518,North America,North America,
WBC,Super lightweight,Super Lightweight,27, Floyd Mayweather Jr.,US,6/25/2005,,0,271, 23 March 2006 (vacated),,9/15/2006,447,North America,North America,
WBC,Super lightweight,Super Lightweight,28, Junior Witter,Great Britain,9/15/2006,,0,603, 10 May 2008,def. DeMarcus Corley,8/1/2009,1051,Western Europe,Europe,
WBC,Super lightweight,Super Lightweight,29, Devon Alexander,US,8/1/2009,,2,546, 29 January 2011,,1/29/2011,546,North America,North America,
WBC,Super lightweight,Super Lightweight,30, Timothy Bradley,US,1/29/2011,,2,180, 28 July 2011 (stripped),,9/17/2011,231,North America,North America,
WBC,Super lightweight,Super Lightweight,31, Érik Morales,Mexico,9/17/2011,,0,189, 24 March 2012,def. Pablo César Cano,3/24/2012,189,North America,North America,
WBC,Super lightweight,Super Lightweight,32, Danny García,US,3/24/2012,,5,1174, 11 June 2015 (stripped),,10/3/2015,1288,North America,North America,
WBC,Super lightweight,Super Lightweight,33, Viktor Postol,Ukraine,10/3/2015,,0,295, 23 July 2016,def. Lucas Matthysse,7/23/2016,294,Eastern Europe,Europe,
WBC,Super lightweight,Super Lightweight,34, Terence Crawford,US,7/23/2016,,3,460, 26 October 2017 (vacated),,3/17/2018,602,North America,North America,
WBC,Super lightweight,Super Lightweight,35, José Ramírez,US,3/17/2018,,3,948, present,def. Amir Imam,,,North America,North America,
WBC,Lightweight,Lightweight,1, Carlos Ortiz,Puerto Rico,2/14/1963,,3,786, 10 April 1965,,4/10/1965,786,Caribbean,North America,
WBC,Lightweight,Lightweight,2, Ismael Laguna,Panama,4/10/1965,,0,217, 13 November 1965,,11/13/1965,217,Central America,North America,
WBC,Lightweight,Lightweight,3, Carlos Ortiz,Puerto Rico,11/13/1965,,5,959, 29 June 1968,,6/29/1968,959,Caribbean,North America,
WBC,Lightweight,Lightweight,4, Carlos Cruz,Dominican Republic,6/29/1968,,1,234, 18 February 1969,,2/18/1969,234,Caribbean,North America,
WBC,Lightweight,Lightweight,5, Mando Ramos,US,2/18/1969,,1,378, 3 March 1970,,3/3/1970,378,North America,North America,
WBC,Lightweight,Lightweight,6, Ismael Laguna,Panama,3/3/1970,,1,234, 15 September 1970 (stripped),,2/12/1971,346,Central America,North America,
WBC,Lightweight,Lightweight,7, Ken Buchanan,Great Britain,2/12/1971,,0,133, 25 June 1971 (stripped),def. Rubén Navarro,11/5/1971,266,Western Europe,Europe,
WBC,Lightweight,Lightweight,8, Pedro Carrasco,Spain,11/5/1971,,0,105, 18 February 1972,def. Mando Ramos,2/18/1972,105,Western Europe,Europe,
WBC,Lightweight,Lightweight,9, Mando Ramos,US,2/18/1972,,1,210, 15 September 1972,,9/15/1972,210,North America,North America,
WBC,Lightweight,Lightweight,10, Chango Carmona,Mexico,9/15/1972,,0,56, 10 November 1972,,11/10/1972,56,North America,North America,
WBC,Lightweight,Lightweight,11, Rodolfo González,Mexico,11/10/1972,,2,517, 11 April 1974,,4/11/1974,517,North America,North America,
WBC,Lightweight,Lightweight,12, Guts Ishimatsu,Japan,4/11/1974,,5,758, 8 May 1976,,5/8/1976,758,East Asia,Asia,
WBC,Lightweight,Lightweight,13, Esteban de Jesús,Puerto Rico,5/8/1976,,3,713, 21 January 1978,,1/21/1978,623,Caribbean,North America,
WBC,Lightweight,Lightweight,14, Roberto Durán,Panama,1/21/1978,,0,365, January 1979 (vacated),,4/17/1979,451,Central America,North America,
WBC,Lightweight,Lightweight,15, Jim Watt,Great Britain,4/17/1979,,4,795, 20 June 1981,def. Alfredo Pitalua,6/20/1981,795,Western Europe,Europe,
WBC,Lightweight,Lightweight,16, Alexis Argüello,Nicaragua,6/20/1981,,4,924, 1983 (vacated),,5/1/1983,680,Central America,North America,
WBC,Lightweight,Lightweight,17, Edwin Rosario,Puerto Rico,5/1/1983,,2,522, 3 November 1984,def. José Luis Ramírez,11/3/1984,552,Caribbean,North America,
WBC,Lightweight,Lightweight,18, José Luis Ramírez,Mexico,11/3/1984,,0,280, 10 August 1985,,8/10/1985,280,North America,North America,
WBC,Lightweight,Lightweight,19, Héctor Camacho,Puerto Rico,8/10/1985,,2,873, 1987 (vacated),,7/19/1987,708,Caribbean,North America,
WBC,Lightweight,Lightweight,20, José Luis Ramírez,Mexico,7/19/1987,,2,468, 29 October 1988,def. Terrence Alli,10/29/1988,468,North America,North America,
WBC,Lightweight,Lightweight,21, Julio César Chávez,Mexico,10/29/1988,,0,428, 1989 (vacated),,8/20/1989,295,North America,North America,
WBC,Lightweight,Lightweight,22, Pernell Whitaker,US,8/20/1989,,6,1229, 1992 (vacated),def. José Luis Ramírez,8/24/1992,1100,North America,North America,
WBC,Lightweight,Lightweight,23, Miguel Ángel González,Mexico,8/24/1992,,10,1090, 19 August 1995 (vacated),def. Wilfrido Rocha,4/20/1996,1335,North America,North America,
WBC,Lightweight,Lightweight,24, Jean Baptiste Mendy,France,4/20/1996,,0,315, 1 March 1997,def. Lamar Murphy,3/1/1997,315,Western Europe,Europe,
WBC,Lightweight,Lightweight,25, Stevie Johnston,US,3/1/1997,,3,469, 13 June 1998,,6/13/1998,469,North America,North America,
WBC,Lightweight,Lightweight,26, César Bazán,Mexico,6/13/1998,,2,259, 27 February 1999,,2/27/1999,259,North America,North America,
WBC,Lightweight,Lightweight,27, Stevie Johnston,US,2/27/1999,,4,476, 17 June 2000,,6/17/2000,476,North America,North America,
WBC,Lightweight,Lightweight,28, José Luis Castillo,Mexico,6/17/2000,,3,672, 20 April 2002,,4/20/2002,672,North America,North America,
WBC,Lightweight,Lightweight,29, Floyd Mayweather Jr.,US,4/20/2002,,3,763, 22 May 2004 (vacated),,6/5/2004,777,North America,North America,
WBC,Lightweight,Lightweight,30, José Luis Castillo,Mexico,6/5/2004,,2,336, 7 May 2005,def. Juan Lazcano,5/7/2005,336,North America,North America,
WBC,Lightweight,Lightweight,31, Diego Corrales,US,5/7/2005,,0,518, 7 October 2006 (stripped),,10/7/2006,518,North America,North America,
WBC,Lightweight,Lightweight,32, Joel Casamayor,Cuba,10/7/2006,,0,117, 1 February 2007 (stripped),"def. Corrales, who was stripped of his title",2/1/2007,117,Caribbean,North America,
WBC,Lightweight,Lightweight,33, David Díaz,US,2/1/2007,,1,513, 28 June 2008,(Elevated from interim status),6/28/2008,513,North America,North America,
WBC,Lightweight,Lightweight,34, Manny Pacquiao,Philippines,6/28/2008,,1,241, 24 February 2009 (vacated),,4/4/2009,280,Oceania,Asia,
WBC,Lightweight,Lightweight,35, Edwin Valero,Venezuela,4/4/2009,,2,311, 9 February 2010 (vacated),def. Antonio Pitalúa,3/13/2010,343,South America,South America,
WBC,Lightweight,Lightweight,36, Humberto Soto,Mexico,3/13/2010,,4,475, 1 July 2011 (vacated),def. David Díaz,10/15/2011,581,North America,North America,
WBC,Lightweight,Lightweight,37, Antonio DeMarco,Mexico,10/15/2011,,2,399, 17 November 2012,def. Jorge Linares,11/17/2012,399,North America,North America,
WBC,Lightweight,Lightweight,38, Adrien Broner,US,11/17/2012,,1,438, 29 January 2014 (stripped),,1/29/2014,438,North America,North America,
WBC,Lightweight,Lightweight,39, Omar Figueroa Jr.,US,1/29/2014,,2,285, 10 November 2014 (declared Champion in Recess),(Elevated from interim status),12/30/2014,335,North America,North America,
WBC,Lightweight,Lightweight,40, Jorge Linares,Venezuela,12/30/2014,,2,419, 22 February 2016 (declared Champion in Recess),def. Javier Prieto,6/11/2016,529,South America,South America,
WBC,Lightweight,Lightweight,41, Dejan Zlatičanin,Montenegro,6/11/2016,,0,232, 28 January 2017,def. Franklin Mamani,1/28/2017,231,Eastern Europe,Europe,
WBC,Lightweight,Lightweight,42, Mikey Garcia,US,1/28/2017,,1,812, 25 April 2019 (vacated),,8/31/2019,945,North America,North America,
WBC,Lightweight,Lightweight,43, Vasyl Lomachenko,Ukraine,8/31/2019,,0,416," 23 October 2019 (given ""Franchise champion"" belt)",,10/23/2019,53,Eastern Europe,Europe,
WBC,Lightweight,Lightweight,44, Devin Haney,US,10/23/2019,,1,50, present,(Elevated from interim status),,,North America,North America,
WBC,Super featherweight,Super Featherweight,1, Gabriel Elorde,Philippines,2/16/1963,,5,1580, 15 June 1967,,6/15/1967,1580,Oceania,Asia,
WBC,Super featherweight,Super Featherweight,2, Yoshiaki Numata,Japan,6/15/1967,,0,182, 14 December 1967,,12/14/1967,182,East Asia,Asia,
WBC,Super featherweight,Super Featherweight,3, Hiroshi Kobayashi,Japan,12/14/1967,,2,401, 18 January 1969 (stripped),,2/15/1969,429,East Asia,Asia,
WBC,Super featherweight,Super Featherweight,4, René Barrientos,Philippines,2/15/1969,,0,414, 5 April 1970,def. Rubén Navarro,4/5/1970,414,Oceania,Asia,
WBC,Super featherweight,Super Featherweight,5, Yoshiaki Numata,Japan,4/5/1970,,3,553, 10 October 1971,,10/10/1971,553,East Asia,Asia,
WBC,Super featherweight,Super Featherweight,6, Ricardo Arredondo,Mexico,10/10/1971,,5,872, 28 February 1974,,2/28/1974,872,North America,North America,
WBC,Super featherweight,Super Featherweight,7, Kuniaki Shibata,Japan,2/28/1974,,3,492, 5 July 1975,,7/5/1975,492,East Asia,Asia,
WBC,Super featherweight,Super Featherweight,8, Alfredo Escalera,Puerto Rico,7/5/1975,,10,938, 28 January 1978,,1/28/1978,938,Caribbean,North America,
WBC,Super featherweight,Super Featherweight,9, Alexis Argüello,Nicaragua,1/28/1978,,8,1068, 1980 (vacated),,12/11/1980,1048,Central America,North America,
WBC,Super featherweight,Super Featherweight,10, Rafael Limón,Mexico,12/11/1980,,0,87, 8 March 1981,def. Idelfonso Bethelmy,3/8/1981,87,North America,North America,
WBC,Super featherweight,Super Featherweight,11, Cornelius Boza-Edwards,Uganda,3/8/1981,,1,174, 29 August 1981,,8/29/1981,174,Sub-Saharan Africa,Africa,
WBC,Super featherweight,Super Featherweight,12, Rolando Navarrete,Philippines,8/29/1981,,1,273, 29 May 1982,,5/29/1982,273,Oceania,Asia,
WBC,Super featherweight,Super Featherweight,13, Rafael Limón,Mexico,5/29/1982,,1,196, 11 December 1982,,12/11/1982,196,North America,North America,
WBC,Super featherweight,Super Featherweight,14, Bobby Chacon,US,12/11/1982,,1,385, 1983 (stripped),,8/7/1983,239,North America,North America,
WBC,Super featherweight,Super Featherweight,15, Héctor Camacho,Puerto Rico,8/7/1983,,1,512, 1984 (vacated),def. Rafael Limón,9/13/1984,403,Caribbean,North America,
WBC,Super featherweight,Super Featherweight,16, Julio César Chávez,Mexico,9/13/1984,,9,1072, 21 August 1987 (vacated),def. Mario Martínez,2/29/1988,1264,North America,North America,
WBC,Super featherweight,Super Featherweight,17, Azumah Nelson,Ghana,2/29/1988,,10,2259, 7 May 1994,def. Mario Martínez,5/7/1994,2259,Sub-Saharan Africa,Africa,
WBC,Super featherweight,Super Featherweight,18, Jesse James Leija,US,5/7/1994,,0,133, 17 September 1994,,9/17/1994,133,North America,North America,
WBC,Super featherweight,Super Featherweight,19, Gabriel Ruelas,Mexico,9/17/1994,,2,440, 1 December 1995,,12/1/1995,440,North America,North America,
WBC,Super featherweight,Super Featherweight,20, Azumah Nelson,Ghana,12/1/1995,,1,477, 22 March 1997,,3/22/1997,477,Sub-Saharan Africa,Africa,
WBC,Super featherweight,Super Featherweight,21, Genaro Hernández,US,3/22/1997,,3,560, 3 October 1998,,10/3/1998,560,North America,North America,
WBC,Super featherweight,Super Featherweight,22, Floyd Mayweather Jr.,US,10/3/1998,,8,1295, 20 April 2002 (vacated),,8/24/2002,1421,North America,North America,
WBC,Super featherweight,Super Featherweight,23, Sirimongkol Singwangcha,Thailand,8/24/2002,,1,356, 15 August 2003,def. Kengo Nagashima,8/15/2003,356,Oceania,Asia,
WBC,Super featherweight,Super Featherweight,24, Jesús Chávez,Mexico,8/15/2003,,0,197, 28 February 2004,,2/28/2004,197,North America,North America,
WBC,Super featherweight,Super Featherweight,25, Érik Morales,Mexico,2/28/2004,,1,273, 27 November 2004,,3/17/2007,1113,North America,North America,
WBC,Super featherweight,Super Featherweight,26, Juan Manuel Márquez,Mexico,3/17/2007,,1,364, 15 March 2008,,3/15/2008,364,North America,North America,
WBC,Super featherweight,Super Featherweight,27, Manny Pacquiao,Philippines,3/15/2008,,0,123, 16 July 2008 (vacated),,12/20/2008,280,Oceania,Asia,
WBC,Super featherweight,Super Featherweight,28, Humberto Soto,Mexico,12/20/2008,,3,453, 18 March 2010 (vacated),def. Francisco Lorenzo,3/17/2010,452,North America,North America,
WBC,Super featherweight,Super Featherweight,29, Vitali Tajbert,Germany,3/17/2010,,2,254, 26 November 2010,(Elevated from interim status),11/26/2010,254,Western Europe,Europe,
WBC,Super featherweight,Super Featherweight,30, Takahiro Ao,Japan,11/26/2010,,3,701, 27 October 2012,,10/27/2012,701,East Asia,Asia,
WBC,Super featherweight,Super Featherweight,31, Gamaliel Díaz,Mexico,10/27/2012,,0,163, 8 April 2013,,4/8/2013,163,North America,North America,
WBC,Super featherweight,Super Featherweight,32, Takashi Miura,Japan,4/8/2013,,4,957, 21 November 2015,,11/21/2015,957,East Asia,Asia,
WBC,Super featherweight,Super Featherweight,33, Francisco Vargas,Mexico,11/21/2015,,1,434, 28 January 2017,,1/28/2017,434,North America,North America,
WBC,Super featherweight,Super Featherweight,34, Miguel Berchelt,Mexico,1/28/2017,,6,1361, present,,,,North America,North America,
WBC,Featherweight,Featherweight,1, Sugar Ramos,Mexico,3/21/1963,,3,555, 26 September 1964,,9/26/1964,555,North America,North America,
WBC,Featherweight,Featherweight,2, Vicente Saldivar,Mexico,9/26/1964,,7,1130, October 1967 (retired),,1/23/1968,1214,North America,North America,
WBC,Featherweight,Featherweight,3, Howard Winstone,Great Britain,1/23/1968,,0,183, 24 July 1968,def. Mitsunori Seki,7/24/1968,183,Western Europe,Europe,
WBC,Featherweight,Featherweight,4, José Legrá,Spain,7/24/1968,,0,181, 21 January 1969,,1/21/1969,181,Western Europe,Europe,
WBC,Featherweight,Featherweight,5, Johnny Famechon,Australia,1/21/1969,,2,473, 9 May 1970,,5/9/1970,473,Australia,Australia,
WBC,Featherweight,Featherweight,6, Vicente Saldivar,Mexico,5/9/1970,,0,216, 11 December 1970,,12/11/1970,216,North America,North America,
WBC,Featherweight,Featherweight,7, Kuniaki Shibata,Japan,12/11/1970,,2,525, 19 May 1972,,5/19/1972,525,East Asia,Asia,
WBC,Featherweight,Featherweight,8, Clemente Sánchez,Mexico,5/19/1972,,0,211, 16 December 1972 (stripped),,12/16/1972,211,North America,North America,
WBC,Featherweight,Featherweight,9, José Legrá,Spain,12/16/1972,,0,140, 5 May 1973,"def. Sánchez, who was stripped of his title",5/5/1973,140,Western Europe,Europe,
WBC,Featherweight,Featherweight,10, Éder Jofre,Brazil,5/5/1973,,1,408, 17 June 1974 (stripped),,9/7/1974,490,South America,South America,
WBC,Featherweight,Featherweight,11, Bobby Chacon,US,9/7/1974,,1,286, 20 June 1975,def. Alfredo Marcano,6/20/1975,286,North America,North America,
WBC,Featherweight,Featherweight,12, Rubén Olivares,Mexico,6/20/1975,,0,92, 20 September 1975,,9/20/1975,92,North America,North America,
WBC,Featherweight,Featherweight,13, David Kotei,Ghana,9/20/1975,,2,420, 13 November 1976,,11/13/1976,420,Sub-Saharan Africa,Africa,
WBC,Featherweight,Featherweight,14, Danny López,US,11/13/1976,,8,1176, 2 February 1980,,2/2/1980,1176,North America,North America,
WBC,Featherweight,Featherweight,15, Salvador Sánchez,Mexico,2/2/1980,,9,922, 12 August 1982 (died),,9/15/1982,956,North America,North America,
WBC,Featherweight,Featherweight,16, Juan Laporte,Puerto Rico,9/15/1982,,2,563, 31 March 1984,def. Mario Miranda,3/31/1984,563,Caribbean,North America,
WBC,Featherweight,Featherweight,17, Wilfredo Gómez,Puerto Rico,3/31/1984,,0,252, 8 December 1984,,12/8/1984,252,Caribbean,North America,
WBC,Featherweight,Featherweight,18, Azumah Nelson,Ghana,12/8/1984,,6,1486, 1988 (vacated),,3/7/1988,1185,Sub-Saharan Africa,Africa,
